sentence,intent
nhà trg có hộ trợ gì cho các nhóm nckh ạ,Student_research
dạng đề thi tiếng anh như thé nào,Eng_condition
ồ dạ vâng ạ,Agree
điểm năm ngoái là bnhieu ạ ?,Basic_point
mỗi năm khoa mình có bao nhiêu chỉ tiêu học bổng ngoài ngân sách ạ?,Scholar
hồ sơ nhập học có bao gồm sổ đoàn k ạ?, Enrollment
khoa mình năm nay dành bao nhiêu suất học bổng cho sinh viên ngành mis ạ?,Scholar
cho em hỏi năm 2017 xét theo kỳ thi trung học phổ thông quốc gia trung bình khoa mình lấy tầm bao nhiêu điểm ạ?,Basic_point
"ad owi, mức học phí chuyển tiếp cao nhất là bn thế ạ?",Major_infor
"ad ơi, em phải làm gì sau khi nộp báo cáo tổng kết nckh vây ạ? ad ơi, khi nao fthif em phải nộp tài liệu nckh vậy ạ?",Student_research
a/c ơi cho em hỏi,Greetings
khi nào thì khoa tổ chức thi kiểm tra tiếng anh đầu vào ạ,Eng_condition
tông thời gian đào tạo ngành kế kiểm là bao lâu ạ,Major_infor
điều kiện xét tuyển thẳng khoa mình là những gì,Admission_method
ngành khách sạn thể thao du lịch do trường nào cấp bằng hả ad,Major_infor
em sẽ đc cộng bao nhiêu điểm học tập khi tham gia nckh ạ?,Student_research
chỉ tiêu học bông giỏi năm học 2017-2018  là bao nhiêu ạ?,Scholar
học ib ra trường làm gì,Job_Opportunities
có đề tài nào liên quan đến lĩnh vực công nghệ k ạ?,Student_research
khoa mình năm nay có mấy xuất học bổng dài hạn ạ,Scholar
"dạ vâng, khối c có dc ko ạ?",Admission_method
chuẩn k cần chỉnh rồi ad ơi,Agree
hồ sơ xét tuyển có form ntn ạ,Asking_docs
em đc những ưu tiên gì khi tham gia nckh k ạ?,Student_research
goodbye nạ,Bye
ngành httt quản lý có học phí mỗi tín bao nhiu ạ ?,Tuition_fee
sinh viên nên làm nghiên cứu khoa học từ năm mấy ạ?,Student_research
học kinh doanh quốc tế ra trường làm gì ạ,Job_Opportunities
ad cho e hỏi thời gian đăg kí xét tuyển đợt 2 là lúc nào ạh, Enrollment
làm thủ tục nhập học thì có bắt buộc k ad?, Enrollment
những kỹ năng nào sẽ có trong bài thi tiếng anh,Eng_condition
"ad ơi, khoa đã công bố các đề tài nckh năm nay chưa ạ?",Student_research
cho em hỏi là ngành cử nhân kế toán và tài chính năm nay dự kiến lấy bao nhiêu chỉ tiêu ạ?,Admission_method
giá trị học bổng cho thủ khoa đầu ra là bao nhiêu ạ?,Scholar
cho em hỏi học bổng quốc tế là gì ạ?,Scholar
đợt nhập hpcj tháng 8 thì nộp hồ sơ ở đâu ạ?, Enrollment
a/c gửi cho em link đk xét học bổng yamada vs ak,Asking_docs
cho e hỏj khoa vẫn nhận hồ sơ nv2 chứ ạ? và hồ sơ cần có những gì? ad hướng dẫn e cách gửj qua đường bưu đjện được.ko? như địa chỉ nhận hồ sơ của khoa.., Enrollment
"ad ơi, ngành ice có phải là do đh quốc gia hà nội cấp bằng k ạ?",Major_infor
học bổng cho sinh viên có thành tích học tập đặc biệt xuất sắc là gì ạ,Scholar
thời gian học tiếng anh là bao lâu,Major_infor
alo,Greetings
"e nhập học ngành htttql nhưng hôm nay chưa đi nhập học, mai e mới đi thì có đc k ạ", Enrollment
năm ngoái khoa mình lấy bao nhiêu chỉ tiêu ?,Admission_method
chỉ tiêu học bổng ngành htttql là bao nhiêu?,Scholar
nckh mang lại cho em những lợi ích gì,Student_research
học bổng thấp nhất có đc trên 2 triệu k ạ?,Scholar
môn nào thì em được học giáo viên nước ngoài,Major_infor
hoọc liên kết tiếng hàn xong làm việc gì a,Job_Opportunities
tham gia nckh thì em đc những gì ạ?,Student_research
hệ thống tt thì ghi mã xết tuyển bao nhiêu thế ah?,Major_infor
địa chỉ cụ thể của cơ sở hancico là ở đâu ạ,School_infor
ad oi sau dot 20/9 xét tuyển thì nhập học hôm nào ạ?, Enrollment
cấu trúc đề thi tiếng anh có những phần nào,Eng_condition
"và ad ơi , bọn em học 2 năm ở hacinco thì năm thứ 3 bọn em có được chuyển sang xuân thủy ko ạ ?",School_infor
cho em hỏi ngành quản trị khách sạn tuyển sinh như nào ạ có phải thi k,Admission_method
cho e hỏi mã đăng kí của khoa mình là gì ạ ?,Major_infor
ad ơi ngưỡng điểm đki vào ngành là bn thế ạ,Basic_point
anh chị cho em hỏi điểm chuẩn kế toán kiểm toán các năm trước với ạ,Basic_point
"ad ơi, khi em tham gia nckh thì em có đc những lợi ích gì ạ?",Student_research
mỗi năm học bổng trường mình là bao nhiêu ạ?,Scholar
bh thì em hiểu rồi ạ,Agree
những chuwgns chỉ tiếng anh nào đủ yêu cầu chuyển tieps ạ,Major_infor
sứ mệnh của khoa quốc tế là gì,School_infor
"a/c ơi, cho em hỏi hạn nộp báo cáo tiến độ năm nay là bao giwof vậy ạ?",Student_research
làm sao để đạt học bổng xuất sắc ạ?,Scholar
có bao nhiêu chỉ tiêu học bổng cho sinh viên đạt giải nckh ?,Scholar
"ad ơi, em sẽ đc cộng tối thiêu là bn điểm học tập khi tham gia nckh ạ?",Student_research
ad cho e hỏi năm ngoái ngành hệ thống thông tin quản lí lấy bn điểm ạ,Basic_point
"ad ơi, gửi cho em đơn phúc khảo vs ạ",Asking_docs
ice học ở thanh xuân đúng không ạ,School_infor
see you later,Bye
cho e hỏi là có danh sách lớp học dự bị tiếng anh chưa ạ?,Other
chỉ tiêu dự kiến ngành ac năm ngoái là bao nhiêu ạ?,Admission_method
e đỗ đợt 1 thì nộp hồ sơ nhập học ở đâu, Enrollment
ad gửi cho em tất cả các form đk học bổng tại khoa đ ck ạ,Asking_docs
cho em hỏi trg có học bộ hay chế độ miễn giảm học phí gì không ạ?,Scholar
em vừa đc nhận tham gia đề tài nckh rồi thì công việc tiếp theo của em là gì vậy ad?,Student_research
6/8 e đến nhập học đc k ạ, Enrollment
số liện lạc của ng phụ trách ngành ac ạ, Enrollment
số chứng chỉ cần khi học là bao nhiêu . và học phí cho mỗi chứng chỉ là bao nhiêu ạ,Tuition_fee
gpa bao nhiêu thì dạt yeua cầu chuyển tiếp sang đh help,Major_infor
yêu cầu của các học bổng là gì ạ?,Scholar
chỉ tiêu của mỗi học bổng là bao nhiêu ạ?,Scholar
"a/c ơi, cho em xin thông tin về chương trình lk của khoa mình vs.",Major_infor
em muốn biết thêm thông tin về mức học phí của khoa,Tuition_fee
cho em xin địa chỉ nhập học tại cơ sở 1, Enrollment
chỉ tiêu dự kiến của từng ngành là bao nhiêu năm nay ak?,Admission_method
em muốn hiểu rõ thêm khoa kinh doanh quốc tế,Major_infor
"ad ơi, cho em hỏi các chương trình liên kết của khoa mình thì có liên kết vs các trưởng đh nào vậy ạ?",Major_infor
ngoài học bổng của khoa thì còn những lọa học bổng gì nữa ạ,Scholar
năm đầu e hk cơ sở 2 còn năm 2 trở đi e hk ở xuân thủy hết ạ,School_infor
em đỗ vào khoa rồi vậy thì giấy tờ nhập học là ntn ạ?, Enrollment
may là ad đã hiểu,Agree
thầy cô nước ngoài dạy có dễ hiểu không ạ,Major_infor
cơ hội việc làm của từng ngành thế nào ạ,Job_Opportunities
a/c gửi cho em form đk tham hia nckh,Asking_docs
học chính thức ở cs làng sv hay cầu giáy vậy admin,School_infor
em nhập học rồi ạ em đang muốn hỏi cho đứa em năm sau muốn vào khoa mình ngành kinh doanh quốc tế ạ,Major_infor
hằng năm tiền mỗi tín chỉ có tăng nhiều không ạ,Tuition_fee
ý em là khác mà,Denydisagree
liên hệ với thầy cô phụ trách phòng đào tạo kiểu gì ạ,contact_point
thời gian học của keuka kéo dài bao lâu ạ,Major_infor
"ad ơi, khoa bao giờ mới công bố danh sách đề tài nckh vậy ạ?",Student_research
chào admin,Greetings
"ad ơi, danh sách đề tài nckh khoa mình thì về những chủ đề gì ạ?",Student_research
khoa cho em hỏi điểm chuẩn ngành ice năm ngoái là bao nhiêu ạ,Basic_point
vâng đúng ý đó rồi ạ,Agree
đợt nhập học bổ sung thì nộp hồ sơ nhập học ở đâu ạ, Enrollment
thủ tục nhập học dđợt bổ sung là gồm những công việc gì và lâu k ad?, Enrollment
hồ sơ nộp vào khoa thì nộp ở đâu ạ?, Enrollment
ad có biết thời gian nhập học đợt 2 ntn k?, Enrollment
"ad ơi , cho em hỏi là đk tuyển thẳng chương trình lk  là gì vậy ạ?",Admission_method
mỗi năm có mấy đợt thi tiếng anh ạ,Eng_condition
"ad ơi, em muốn hỏi là bao giờ khoa công bố các đề tài nckh vậy ạ?",Student_research
chỉ tiêu các ngành liên kết quốc tế năm nay là bn ?,Admission_method
nếu em đăng ký chuyển tiếp 2+2 thì học phí là bao nhiêu ạ,Other
nhập học buổi sáng hay chiều ạ, Enrollment
em muốn hỏi về thời gian đào tạo của ice ạ,Major_infor
"ad ơi, điều kiện tuyển thẳng ngành ib là gì ạ?",Admission_method
ad cho hỏi e.nêu như e học do trường đhqg hà nọi đào tạo mà không phải là liên két vơi trường nước ngoai thì học phí hết bn ạ,Tuition_fee
cho em hỏi placement test có 1 mã đề hay nhiều mã đề ạ,Eng_condition
"ad ơi, em muốn hỏi là em nhập học muộn thì có sao không ạ?", Enrollment
vâng thế e nộp hồ sơ xong thì bao giờ mới bắt đầu đi học ạ?,Other
"còn nguyện vọng bổ sug k ad oi, có xét học bạn k ad",Admission_method
ngành kinh tế quốc tế và kế toán ạ lộ trình học tn ạ,Major_infor
soố sv ice có việc làm các năm trước thế nào vậy ạ,Job_Opportunities
làm thế nào để được học bổng quốc tế ạ?,Scholar
"cô ơi, thế học bổng mà ngành liên kết nước ngoài với học bổng theo chương trình đhhn cấp ( cả học bổng du học ,với học bổng khuyến khích ) có như nhau ko ạ?",Scholar
12/8nayf nhập hk đợt 2 à ad, Enrollment
ad cho e hỏi với ạ. bên khoa quốc tế của mình có ngành quản trị khách sạn k ạ?,Major_infor
em muốn hỏi ngành kinh doanh quốc tế ạ,Major_infor
mã ngành có giống năm trước ko ạ,Major_infor
em chào ad ạ!! ad có thể tư vấn cho em về ngành kinh doanh quốc tế không ạ???,Major_infor
các chương trình liên kết của khoa mình là gì vậy ad?,Major_infor
chúng tôi rất yêu thích kiến thức và phong cách làm việc của sinh viên tốt nghiệp từ đh quốc gia hà nội,Other
lộ trình thực hiện nckh gồm bao nhieu gia đoạn?,Student_research
cho em hỏi kiểm toán bao tiền 1 tín chỉ ?,Tuition_fee
cho em hỏi ngành kinh doanh quốc tế được học những gì ạ,Major_infor
add cho em hỏi chỉ học tiếng anh ở lớp tiếng anh dự bị liệu có đủ không ạ???,Other
những giấy tờ cần thiết trong hồ sơ nhập học là gì ạ?, Enrollment
nếu đỗ vào khao thì cần những hồ sơ gì để nhập học ạ, Enrollment
"ad ơi, cho em xin thông tin về chương trình bằng kép của khoa với ạ?",Major_infor
thủ tục nhập học lần 1 và lần bổ sung có giống nhau k ạ?, Enrollment
đúng,Agree
gửi cho em form đk chương trình sinh viên trao đổi vs trg đh seoul vs ạ,Asking_docs
"cho em xin form đăng kí tham gia chương trình trao đổi sinh viên vs trg đh tokyo, nb ạ",Asking_docs
"chào ad ạ.e muốn hỏi e đang học ctrinh đh năm 2,bây giờ e muốn đăng kí học bổng thì phải làm ntn",Scholar
khi nào thì phải nộp báo cáo tiến độ nghiên cứu khoa học ạ?,Student_research
trị giá cho mỗi suất học bổng covalevxkaya là bao nhiêu vậy ad?,Scholar
ad cho em sđt của cô yến/ cô ngọc hoa đc k ah,contact_point
khoa mình có từ lâu chưa,School_infor
khoa mình có những đơn vị trực thuộc nào,School_infor
ad hiều ý em rồi đấy,Agree
lààm thé nào để đc học bổng tạ quang bửu,Scholar
vâng mình hỏi ý đó mà,Agree
"ad ơi, làm thế nào để rút ngắn thời gian hc ạ>",Major_infor
chỉ tiêu học bổng năm 2019,Scholar
tôi là phụ huynh,Other
a/c ơi nộp báo cáo tiến độ xong thì em phải làm gì vậy ạ?,Student_research
điểm đầu vào khoa này tầm bao nhiêu ạ,Basic_point
cho e hỏi ngành kế toán liên kết ntn ạ,Major_infor
chương trình liên kết thì nhập học hôm nào, Enrollment
tài chính kế toán ạ,Major_infor
ngành khoa học quản lý có những môn gì ạ,Major_infor
gửi cho em link đk học bổng posco năm học 2017-2018,Asking_docs
cho em xin link tất cả các form làm hồ sơ xét tuyển vs ạ,Asking_docs
cho em hỏi ngành kinh doanh quốc tế có phải là ngành mới của trường ko ạ?,Major_infor
"admin ơi, em muốn làm vé xe bus thì phải xin mẫu cm là sv khoa q tế, nhà trg có form ý k ạ?",Asking_docs
thủ tục nhập học có bao gồm việc phải nộp học phí luôn k ạ, Enrollment
em k biết là khoa mình nhạn hồ sơ nhập học ở đâu ạ, Enrollment
giá trị hoc bổng ngoài đh quốc gia hà nội nhiều hơn trong khoa phải k ạ?,Scholar
khoa mình đặc thù đào tạo là igf,School_infor
e muốn hỏi cái khác cơ,Denydisagree
em cơ hội trao đổi kiến thức vs những ng có kinh nghiệm liên quan đến đề tài em đang tham gia k ạ?,Student_research
cho em xin link đk thi vượt level đc k ạ,Asking_docs
năm nay có bao nhiêu suất học bổng tạ quang bưu vậy ad?,Scholar
học phí mỗi tín chỉ ở khoa mình bao nhiêu ạ,Tuition_fee
học phí mỗi tín bao nhiêu vạy ad ?,Tuition_fee
cho em xin hỏi ctrinh liên kết thì tính mỗi tín chỉ bao nhiêu vậy ?,Tuition_fee
dạ. e có thể hỏi học phí của khoa k ạ??,Tuition_fee
chuẩn rồi ạ,Agree
ad cho em hỏi tin học kĩ thuật máy tính là ngành liên kết hay là của đại học quốc gia,Major_infor
sô lượng học bổng kì này cho sinh viên ngành ac là bao nhiêu ạ?,Scholar
cho tooi sin sdt để tôi xin đc tư vấn về trường con tôi năm nay đang học lớp 11 ạ ?,contact_point
có gần hồ tùng mậu không ạ,School_infor
